"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Hem","CP_Avg_Single","CP_Avg_Single_Med","P_Avg_Hem","P_Avg_Single","P_Avg_Single_Med"
"225","N","E1","Right","P25","LS",75466,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,30,-1.29108554887521,-1.31628798384569,-1.26588311390474,-1.49004682433208,-1.53293185842187,-1.4471617902423
"226","N","E1","Right","P26","LS",78216,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,30,-0.263250210557578,-0.177018267611941,-0.349482153503215,-0.18546166422483,-0.186904447713227,-0.184018880736432
"227","N","E1","Right","P27","LS",81211,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,30,0.115366346731276,0.465421083277088,-0.234688389814536,-0.139838182264702,-0.0851565309712623,-0.194519833558142
"228","N","E1","Right","P28","LS",84569,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,30,-0.0700542705476266,-0.104853175445905,-0.0352553656493483,-0.342003629204902,-0.563952631470999,-0.120054626938805
"229","N","E1","Right","P29","S",87337,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,30,-0.0814753482836382,-0.0287093101208174,-0.134241386446459,-0.273001529246272,-0.318049646133432,-0.227953412359113
"230","N","E1","Right","P30","S",91059,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,30,-0.290723523884712,-0.300834568684647,-0.280612479084776,-0.172595351146052,-0.179331326590403,-0.165859375701701
"231","N","E1","Right","P31","S",93689,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,30,-0.221868346124036,-0.151081257614159,-0.292655434633912,-0.239775949015004,-0.15748157564954,-0.322070322380469
"232","N","E1","Right","P32","LS",96544,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,30,0.0445728616033768,0.0781960254187679,0.0109496977879857,0.188458844847557,0.284016168792281,0.0929015209028337
"233","N","E1","Right","P33","LS",99904,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,30,-0.251093063814786,-0.460170406201385,-0.0420157214281872,-0.29914208316651,-0.294623751410684,-0.303660414922336
"234","N","E1","Right","P34","LS",102533,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,30,-0.144787439687199,-0.0201099944183529,-0.269464884956044,-0.317694060515054,-0.387351845191265,-0.248036275838843
"235","N","E1","Right","P35","S",106394,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,30,-0.0854742796500618,-0.0437704355890571,-0.127178123711067,-0.223846753594768,-0.136086751112248,-0.311606756077287
"236","N","E1","Right","P36","LS",108885,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,30,-0.107286065459311,-0.0993562318937036,-0.115215899024918,-0.375782259712781,-0.426493107144314,-0.325071412281248
"237","N","E1","Right","P37","S",111878,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,30,0.0071251998632335,-0.131223935779723,0.14547433550619,-0.0801226967279183,-0.138470064562497,-0.0217753288933397
"238","N","E1","Right","P38","S",115237,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,30,1.19297896114948,1.07442010146474,1.31153782083422,0.856072265514751,0.947966101456404,0.764178429573099
"239","N","E1","Right","P39","S",117866,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,30,0.813048819963001,0.685982615174844,0.940115024751159,1.02302077850098,1.03458747552734,1.01145408147462
"240","N","E1","Right","P40","S",121470,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,30,1.07925912169404,0.901746226623721,1.25677201676436,1.16669715576733,1.16320786850187,1.17018644303279
"241","N","E2","Left","P01","LS",1744,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,30,0.035629373920145,0.0563588628388629,0.0148998850014271,-0.107367299722551,-0.136323933973723,-0.0784106654713783
"242","N","E2","Left","P02","LS",4984,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,30,-0.517348214243683,-0.511103040918437,-0.52359338756893,-0.406496095420075,-0.297437189673643,-0.515555001166507
"243","N","E2","Left","P03","LS",7977,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,30,-0.748817089721975,-0.766544333685524,-0.731089845758426,-0.97587912992534,-1.24645622111771,-0.705302038732971
"244","N","E2","Left","P04","S",10866,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,30,-0.408836072176186,-0.377178157266177,-0.440493987086196,-0.492645218526506,-0.629942193867049,-0.355348243185964
"245","N","E2","Left","P05","S",13859,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,30,-0.0433242343269984,0.130134311319712,-0.216782779973709,0.0497416359524893,0.127695614525731,-0.028212342620753
"246","N","E2","Left","P06","S",16609,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,30,-0.211770556797959,-0.10026061583419,-0.323280497761727,-0.224294467292904,-0.344395984567776,-0.104192950018031
"247","N","E2","Left","P07","LS",20317,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,30,-0.176438905224985,-0.17411205115068,-0.178765759299289,-0.148450650837683,-0.119212795676626,-0.177688505998739
"248","N","E2","Left","P08","LS",23310,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,30,-0.44781469909347,-0.362906404872867,-0.532722993314073,-0.431262240169342,-0.437189355823896,-0.425335124514787
"249","N","E2","Left","P09","S",26200,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,30,-0.485441580779499,-0.501787554951744,-0.469095606607253,-0.462446607629565,-0.424896655072216,-0.499996560186914
"250","N","E2","Left","P10","S",29193,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,30,-0.395539119174304,-0.391522277931717,-0.399555960416891,-0.285188201206025,-0.264640432719881,-0.30573596969217
"251","N","E2","Left","P11","S",31944,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,30,-0.515026849844858,-0.430134849305273,-0.599918850384442,-0.507481211590908,-0.635909803690582,-0.379052619491234
"252","N","E2","Left","P12","LS",35651,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,30,-0.618229553205797,-0.616048272991106,-0.620410833420488,-0.539402274508132,-0.498560629788539,-0.580243919227726
"253","N","E2","Left","P13","S",38175,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,30,-0.242896102468836,-0.324485516182197,-0.161306688755474,-0.487743412235754,-0.625924841281618,-0.34956198318989
"254","N","E2","Left","P14","S",41533,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,30,-0.172925475336935,-0.295110945499302,-0.0507400051745667,-0.241814782429172,-0.343786481292533,-0.13984308356581
"255","N","E2","Left","P15","S",44528,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,30,-0.328870047872957,-0.281830333888102,-0.375909761857812,-0.601279894640429,-0.555313792318165,-0.647245996962692
"256","N","E2","Left","P16","S",47278,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,30,-0.613148947319638,-0.57380791210087,-0.652489982538406,-0.506709242693676,-0.621620844981397,-0.391797640405956
"257","N","E2","Left","P17","S",50516,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,30,-0.420273881640036,-0.395046852550601,-0.44550091072947,-0.383270891863216,-0.379261485367415,-0.387280298359016
"258","N","E2","Left","P18","LS",53979,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,30,-0.580058292698422,-0.512282974288884,-0.647833611107961,-0.904704584246911,-0.656509834074773,-1.15289933441905
"259","N","E2","Left","P19","LS",57217,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,30,-0.0340789700055049,-0.031893714628474,-0.0362642253825358,-0.0212855359143382,-0.0231367391153763,-0.0194343327133
"260","N","E2","Left","P20","S",59861,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,30,-0.498142377913902,-0.445264178204917,-0.551020577622888,-0.502902936554662,-0.263285503876802,-0.742520369232523
"261","N","E2","Left","P21","LS",63081,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,30,-0.277455379380277,-0.360396798230971,-0.194513960529583,-0.242193522065486,-0.223156705209214,-0.261230338921757
"262","N","E2","Left","P22","LS",66321,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,30,-0.462394782071862,-0.42210874562552,-0.502680818518204,-0.391035825064663,-0.355605986055937,-0.426465664073388
"263","N","E2","Left","P23","LS",69314,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,30,-0.511924506335353,-0.506443088748843,-0.517405923921864,-0.277085462763234,-0.0938936546990151,-0.460277270827452
"264","N","E2","Left","P24","S",72203,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,30,-0.766582486109946,-0.999677863620839,-0.533487108599053,-0.823893410417077,-0.894161118390772,-0.753625702443383
"265","N","E2","Left","P25","LS",75666,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,30,-0.379165333802649,-0.388704285817817,-0.369626381787481,-0.535972585720014,-0.662039090744116,-0.409906080695911
"266","N","E2","Left","P26","LS",78417,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,30,-0.378857685881553,-0.287882597014291,-0.469832774748814,-0.455430647247905,-0.407271658377202,-0.503589636118609
"267","N","E2","Left","P27","LS",81654,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,30,-0.141890117492558,0.14311246311937,-0.426892698104487,-0.170558233226735,-0.0981387642178906,-0.24297770223558
"268","N","E2","Left","P28","LS",84649,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,30,-0.350723743840816,-0.396010724846412,-0.305436762835219,-0.395758400441954,-0.623353752536705,-0.168163048347203
"269","N","E2","Left","P29","S",87537,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,30,-0.355034564527678,-0.331249326960478,-0.378819802094877,-0.382151440544892,-0.380343968011606,-0.383958913078178
"270","N","E2","Left","P30","S",90531,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,30,-0.34930604120911,-0.515043100699862,-0.183568981718358,-0.60221693429227,-0.549251111532525,-0.655182757052016
"271","N","E2","Left","P31","S",93281,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,30,-0.38006735737036,-0.252138419838082,-0.507996294902638,-0.343480495359158,-0.103866534497872,-0.583094456220445
"272","N","E2","Left","P32","LS",97219,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,30,0.0856363578176563,0.151265408363442,0.0200073072718708,0.158445264028437,0.179429926035721,0.137460602021153
"273","N","E2","Left","P33","LS",99982,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,30,0.120180299713199,0.297766803577588,-0.0574062041511898,0.234709265837412,0.275539594512399,0.193878937162425
"274","N","E2","Left","P34","LS",103342,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,30,-0.267112529051089,-0.162475950674533,-0.371749107427645,-0.133099806047892,-0.0903386481835838,-0.175860963912199
"275","N","E2","Left","P35","S",105865,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,30,-0.35249131613327,-0.312025173439584,-0.392957458826955,-0.379137031446391,-0.314448360207035,-0.443825702685747
"276","N","E2","Left","P36","LS",109085,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,30,-0.231395467276293,-0.266161453548256,-0.19662948100433,-0.613843885592716,-0.716582014935452,-0.51110575624998
"277","N","E2","Left","P37","S",112566,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,30,0.0174356590830018,0.0962236567720206,-0.0613523386060171,-0.120380818777702,0.00412866971169604,-0.2448903072671
"278","N","E2","Left","P38","S",115437,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,30,1.03272117959305,0.86658010704302,1.19886225214307,1.00529035654596,0.98805360793835,1.02252710515357
"279","N","E2","Left","P39","S",118675,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,30,0.957270636683726,1.00559530774077,0.908945965626688,0.955520378807081,0.795207075227895,1.11583368238627
"280","N","E2","Left","P40","S",121668,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,30,1.04350583678588,1.07195849949989,1.01505317407188,0.990947059333203,1.07469150312007,0.907202615546331
"281","N","E2","Right","P01","LS",1220,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,30,-0.253649267381279,-0.447921571022364,-0.0593769637401941,-0.233488233829699,-0.523401947860717,0.0564254802013187
"282","N","E2","Right","P02","LS",4821,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,30,-0.52635186696265,-0.590974347515379,-0.461729386409922,-0.379607898801412,-0.293171302174629,-0.466044495428195
"283","N","E2","Right","P03","LS",7572,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,30,-0.533720178914566,-0.524777912662217,-0.542662445166914,-0.768527803203081,-0.85047578034812,-0.686579826058043
"284","N","E2","Right","P04","S",11069,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,30,-0.273043493315434,-0.124677875689166,-0.421409110941701,-0.343460693756457,-0.248288428419752,-0.438632959093163
"285","N","E2","Right","P05","S",14063,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,30,0.00291454184756099,0.161785975073604,-0.155956891378482,0.0357416095595973,-0.0388743201130099,0.110357539232205
"286","N","E2","Right","P06","S",17404,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,30,-0.388585162029501,-0.401302712500051,-0.37586761155895,-0.217626590452959,0.000722351961124345,-0.435975532867043
"287","N","E2","Right","P07","LS",20156,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,30,-0.0821483565547532,-0.0879940290512809,-0.0763026840582253,-0.0656864214391013,0.0957395357917135,-0.227112378669916
"288","N","E2","Right","P08","LS",22906,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,30,-0.588802011182127,-0.555446827902866,-0.622157194461389,-0.732167077362472,-0.688006078601421,-0.776328076123522
"289","N","E2","Right","P09","S",26404,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,30,-0.554339421762139,-0.552635801683844,-0.556043041840434,-0.39177808333921,-0.202506206094779,-0.581049960583641
"290","N","E2","Right","P10","S",29397,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,30,-0.18228923430444,-0.115391875108865,-0.249186593500015,-0.267295769557877,-0.327651180562551,-0.206940358553203
"291","N","E2","Right","P11","S",32756,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,30,-0.545291266123492,-0.492942907061357,-0.597639625185626,-0.600424017867873,-0.45167980115203,-0.749168234583716
"292","N","E2","Right","P12","LS",35489,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,30,-0.466652123808458,-0.445315960225466,-0.48798828739145,-0.48970686845589,-0.412180113622534,-0.567233623289245
"293","N","E2","Right","P13","S",38378,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,30,-0.385193574547608,-0.383161913323765,-0.38722523577145,-0.364820835618338,-0.619284813027902,-0.110356858208774
"294","N","E2","Right","P14","S",41738,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,30,-0.244087054935943,-0.305643200916666,-0.182530908955219,-0.243296663959207,-0.285683645909672,-0.200909682008742
"295","N","E2","Right","P15","S",44731,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,30,-0.485557729026748,-0.414836245120625,-0.55627921293287,-0.457118245572423,-0.486562956235297,-0.427673534909549
"296","N","E2","Right","P16","S",48090,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,30,-0.60475720232275,-0.792501945358783,-0.417012459286717,-0.759128841129092,-0.87598437104967,-0.642273311208513
"297","N","E2","Right","P17","S",51083,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,30,-0.35690433753956,-0.152710622983144,-0.561098052095977,-0.207076382197591,-0.144321762746209,-0.269831001648974
"298","N","E2","Right","P18","LS",53574,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,30,-0.469452111708859,-0.549519632473664,-0.389384590944054,-0.569713138114063,-0.681391351499785,-0.458034924728341
"299","N","E2","Right","P19","LS",56932,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,30,-0.105314271865264,-0.115773292100583,-0.0948552516299451,-0.12209391719602,-0.0969840996286077,-0.147203734763432
"300","N","E2","Right","P20","S",60067,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,30,-0.5536595340841,-0.615603430180315,-0.491715637987885,-0.476133913507274,-0.450302577112792,-0.501965249901757
"301","N","E2","Right","P21","LS",63165,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,30,-0.193948416047883,-0.297000296951997,-0.0908965351437682,-0.320896837041589,-0.36873169109799,-0.273061982985189
"302","N","E2","Right","P22","LS",66280,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,30,-0.45525018034753,-0.55230537489135,-0.35819498580371,-0.633355135686668,-0.838662652093777,-0.428047619279559
"303","N","E2","Right","P23","LS",68909,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,30,-0.718436005963067,-0.859406704747675,-0.577465307178459,-0.281691611734186,-0.163993085640947,-0.399390137827426
"304","N","E2","Right","P24","S",72407,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,30,-0.765962240665008,-0.825663119946296,-0.706261361383719,-0.720700447452836,-0.725891629740289,-0.715509265165383
"305","N","E2","Right","P25","LS",75261,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,30,-0.315320322610157,-0.311578497448759,-0.319062147771555,-0.525883566985296,-0.593789674253274,-0.457977459717317
"306","N","E2","Right","P26","LS",78500,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,30,-0.373294533098578,-0.278784957107058,-0.467804109090097,-0.30570383911296,-0.30893840158798,-0.30246927663794
"307","N","E2","Right","P27","LS",81614,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,30,-0.00682305429571095,0.359991245028707,-0.373637353620129,-0.287906020594531,-0.228839201010349,-0.346972840178712
"308","N","E2","Right","P28","LS",84243,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,30,-0.276385695953697,-0.429004223346566,-0.123767168560829,-0.485799897337407,-0.720593590721582,-0.251006203953231
"309","N","E2","Right","P29","S",87741,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,30,-0.261033871270183,-0.180669197747154,-0.34139854479321,-0.448426802326442,-0.479351851519018,-0.417501753133866
"310","N","E2","Right","P30","S",90734,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,30,-0.402259747655369,-0.391152436227619,-0.413367059083118,-0.297698537670084,-0.341705755075258,-0.253691320264909
"311","N","E2","Right","P31","S",94093,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,30,-0.335224777053415,-0.272732376720211,-0.39771717738662,-0.362228149763442,-0.276247872136415,-0.448208427390469
"312","N","E2","Right","P32","LS",96947,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,30,-0.0403297515375011,-0.0500819226320419,-0.0305775804429604,0.014213095258274,0.0991279092156428,-0.0707017186990948
"313","N","E2","Right","P33","LS",99578,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,30,-0.337102136502126,-0.534586075233508,-0.139618197770745,-0.423565274128313,-0.432615657512325,-0.414514890744302
"314","N","E2","Right","P34","LS",103179,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,30,-0.267727444084995,-0.145247723026507,-0.390207165143483,-0.476596471944901,-0.550110926300394,-0.403082017589408
"315","N","E2","Right","P35","S",106069,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,30,-0.23353174039634,-0.180113203647418,-0.286950277145261,-0.410865754661256,-0.359653029748125,-0.462078479574388
"316","N","E2","Right","P36","LS",109288,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,30,-0.217396266679403,-0.169740855706192,-0.265051677652614,-0.489975815452352,-0.52931501655016,-0.450636614354544
"317","N","E2","Right","P37","S",112282,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,30,-0.155426686134542,-0.25076838395869,-0.0600849883103943,-0.266172319733413,-0.344471056083746,-0.18787358338308
"318","N","E2","Right","P38","S",114911,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,30,1.04562656792531,0.902532789905047,1.18872034594557,0.7070137096124,0.824990014755016,0.589037404469783
"319","N","E2","Right","P39","S",118515,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,30,0.670226567802967,0.555520760700982,0.784932374904952,0.784429914445768,0.75445704618798,0.814402782703556
"320","N","E2","Right","P40","S",121265,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,30,0.907359436541314,0.734302358728511,1.08041651435412,0.900366463328909,0.875349477470106,0.925383449187714
"321","O","E1","Left","P01","LS",2568,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,30,-0.0307362534451417,-0.0198468558029189,-0.0416256510873646,-0.176872167792495,-0.208786801759996,-0.144957533824994
"322","O","E1","Left","P02","LS",5439,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,30,-1.21759577846761,-1.20964831896633,-1.22554323796889,-1.14452977014783,-1.04410030926713,-1.24495923102854
"323","O","E1","Left","P03","LS",8924,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,30,-0.356128472072844,-0.395256383747829,-0.317000560397859,-0.531830769598674,-0.859279903050737,-0.204381636146612
"324","O","E1","Left","P04","S",12091,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,30,-0.237118762617974,-0.281449795455991,-0.192787729779956,-0.331305977253409,-0.481560954377888,-0.18105100012893
"325","O","E1","Left","P05","S",14963,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,30,0.093891293597531,0.255679990484362,-0.0678974032893005,0.173963260291929,0.23694822994416,0.110978290639697
"326","O","E1","Left","P06","S",18322,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,30,-0.143185592807223,-0.0676462389634831,-0.218724946650963,-0.19945195996148,-0.288282577843524,-0.110621342079436
"327","O","E1","Left","P07","LS",20519,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,30,0.00854856914355361,0.0878886412645202,-0.070791502977413,0.00536857164917408,0.0221093567469055,-0.0113722134485573
"328","O","E1","Left","P08","LS",23594,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,30,-0.382179535164885,-0.328791840118265,-0.435567230211504,-0.343909364142409,-0.369810060635469,-0.318008667649349
"329","O","E1","Left","P09","S",27547,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,30,-0.339286961468997,-0.340739906508786,-0.337834016429208,-0.25258762334521,-0.22254126386515,-0.28263398282527
"330","O","E1","Left","P10","S",30297,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,30,-0.258351675924086,-0.260350393627062,-0.256352958221109,-0.156553120663345,-0.159594462742288,-0.153511778584402
"331","O","E1","Left","P11","S",33657,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,30,-0.395144188505737,-0.39259340901073,-0.397694968000744,-0.316870750683498,-0.503455109345625,-0.130286392021372
"332","O","E1","Left","P12","LS",36058,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,30,-0.510072861176951,-0.517817431269711,-0.502328291084192,-0.432481684797416,-0.369296489584812,-0.495666880010021
"333","O","E1","Left","P13","S",39278,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,30,-0.087378590888091,-0.153063518448879,-0.021693663327303,-0.343240623341141,-0.5062080006052,-0.180273246077082
"334","O","E1","Left","P14","S",42271,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,30,-0.0124802659006891,-0.163668385669062,0.138707853867684,-0.0410875671667816,-0.185825633815586,0.103650499482023
"335","O","E1","Left","P15","S",45998,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,30,-0.212665337007625,-0.175208212876409,-0.25012246113884,-0.479959717036916,-0.440739789740329,-0.519179644333502
"336","O","E1","Left","P16","S",48991,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,30,-0.507520978067563,-0.463378646108318,-0.551663310026807,-0.400661677455009,-0.508415575425363,-0.292907779484656
"337","O","E1","Left","P17","S",51983,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,30,-0.304008161482769,-0.251943301080408,-0.35607302188513,-0.221973043312862,-0.18696380458422,-0.256982282041503
"338","O","E1","Left","P18","LS",55115,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,30,-0.431464161696856,-0.358170588697246,-0.504757734696465,-0.771887846244978,-0.524758655378966,-1.01901703711099
"339","O","E1","Left","P19","LS",57744,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,30,0.0766120338059652,0.0760100286132959,0.0772140389986346,0.0865821766103491,0.0812192474716477,0.0919451057490504
