"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Single_Med","P_Avg_Single_Med","CP_Avg_Hem_r","P_Avg_Hem_r","CP_Avg_Single_r","P_Avg_Single_r","CP_Avg_Single_Med_r","P_Avg_Single_Med_r"
"396","O","E1","Right","P36","LS",109904,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,0.0150854705212348,-0.202782758688898,-0.119714894914184,-0.135821064484354,-0.0705001165490095,-0.140330010816601,-0.168929673279359,-0.131312118152108
"397","O","E1","Right","P37","S",113263,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,0.267360720703102,0.0747885205882027,-0.205228245036448,-0.0702363312843821,-0.271780376364913,-0.0704666927337126,-0.138676113707983,-0.0700059698350517
"398","O","E1","Right","P38","S",116256,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,0.958260822075716,0.71470375760159,0.243093127724557,0.171619566280408,0.143301921824891,0.294880353138542,0.342884333624223,0.0483587794222722
"399","O","E1","Right","P39","S",118884,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.667663865310697,0.794124455499266,0.266681934667427,0.122724784792605,0.273367920275448,0.0406684618226193,0.259995949059407,0.20478110776259
"400","O","E1","Right","P40","S",122246,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,1.18457442933278,0.955943150352858,0.196369208796352,0.164843419841516,0.329866885753416,0.12407370209448,0.0628715318392898,0.205613137588553
"401","O","E2","Left","P01","LS",2451,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,13,0.0419769074073273,-0.0734367889115829,-0.0878275222673572,0.0776040533442734,-0.0645537387215855,0.176560047276499,-0.111101305813129,-0.0213519405879529
"402","O","E2","Left","P02","LS",5217,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,13,-0.49648172301226,-0.632128038750956,0.0522082693736728,0.0636015770662474,0.189375815574921,0.0809073202268246,-0.0849592768275749,0.0462958339056702
"403","O","E2","Left","P03","LS",8236,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,13,-0.596126064310345,-0.584993737168288,-0.0398619593884367,0.0112634832070476,-0.155173524710343,-0.0556589276204495,0.0754496059334688,0.0781858940345457
"404","O","E2","Left","P04","S",11271,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,13,-0.543366734169054,-0.709320131906505,0.0280935633975845,0.184728838251309,0.0186072907198614,0.0786431933263979,0.0375798360753073,0.29081448317622
"405","O","E2","Left","P05","S",14359,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,13,-0.357020940574153,-0.267161400399508,0.151305151145957,0.219608391212154,0.233284554891385,0.265745761867404,0.069325747400529,0.173471020556904
"406","O","E2","Left","P06","S",17597,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,13,-0.258919261681643,-0.233388129569032,-0.144590766878021,-0.11934699548843,-0.186276736646274,-0.209355776185949,-0.102904797109769,-0.0293382147909096
"407","O","E2","Left","P07","LS",21336,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,-0.16185482519813,-0.223871399768522,-0.184898256431667,-0.0970173186897834,-0.329297634225965,-0.153924374860883,-0.0404988786373696,-0.040110262518684
"408","O","E2","Left","P08","LS",24086,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.86408684776671,-0.65688702768123,0.167513978481908,0.127715305047292,0.10772509898024,0.117539628602824,0.227302857983575,0.13789098149176
"409","O","E2","Left","P09","S",26700,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.440753500961395,-0.52625533737059,-0.0392179013327693,-0.0336036263244616,0.0145233706745861,0.00912575460879328,-0.0929591733401244,-0.0763330072577163
"410","O","E2","Left","P10","S",29706,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.448556214798882,-0.504928487407238,0.0108798356803208,0.0956853811474322,0.0473750626039141,0.0833421909447436,-0.0256153912432724,0.108028571350121
"411","O","E2","Left","P11","S",32931,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.712192569994593,-0.770698818109233,0.190140602890999,0.177082333508722,0.357379998146296,0.0773543889692584,0.0229012076357024,0.276810278048187
"412","O","E2","Left","P12","LS",36791,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.859899920055469,-0.922091186437487,0.0943269536509043,0.261247832265047,0.0595973485777692,0.301775809815123,0.12905655872404,0.22071985471497
"413","O","E2","Left","P13","S",38918,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,-0.11141114408771,-0.335050259001615,-0.0597582388800914,-0.136695604608989,-0.00605280960608268,-0.188121277213321,-0.113463668154101,-0.0852699320046581
"414","O","E2","Left","P14","S",42033,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,0.0444854648760003,0.0349245111141605,-0.183294693843512,-0.242358580288648,-0.203719666173552,-0.234534623379947,-0.162869721513472,-0.250182537197349
"415","O","E2","Left","P15","S",45271,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-0.924909747239269,-1.50887802293568,-0.0141241833418082,0.179965305857902,-0.0558938296445151,0.0244689719238587,0.027645462960901,0.335461639791945
"416","O","E2","Left","P16","S",48265,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.654603022064517,-0.445931820762044,-0.0327349737700448,-0.0890253168689153,0.0205340619033413,-0.132835644490546,-0.0860040094434302,-0.0452149892472852
"417","O","E2","Left","P17","S",51259,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.518719033570169,-0.440403333278649,-0.0573064015107479,-0.0929901173807258,-0.11958723561783,-0.163183346870042,0.00497443259633468,-0.0227968878914093
"418","O","E2","Left","P18","LS",54755,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.767067742406925,-1.29255474883408,0.0139598184256252,-0.0591551525408403,-0.0199748366266134,-0.194721542488445,0.0478944734778642,0.0764112374067643
"419","O","E2","Left","P19","LS",58114,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.186037886484622,-0.264654919242784,0.103151651375402,0.170488769466639,0.126073151624234,0.155071327270797,0.0802301511265692,0.185906211662482
"420","O","E2","Left","P20","S",60604,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.45698007237353,-1.05027632520733,-0.0582551130814943,0.200822741770618,0.0199847275369503,0.142702476747635,-0.136494953699939,0.258943006793599
"421","O","E2","Left","P21","LS",64347,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,-0.135998412404419,-0.253737677204652,-0.20197112464562,-0.115547261620335,-0.261629378179064,-0.14011693616154,-0.142312871112177,-0.0909775870791298
"422","O","E2","Left","P22","LS",67461,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.797645916071272,-0.859685453487881,0.160582014647165,0.28063054597983,0.0967367379439356,0.184454485646312,0.224427291350395,0.376806606313347
"423","O","E2","Left","P23","LS",70090,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.771105966699096,-0.623030509327716,0.141233887415355,0.183937724121295,0.0977480443203914,0.295262890616493,0.184719730510319,0.072612557626095
"424","O","E2","Left","P24","S",72716,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.592128553569418,-0.812933490412975,-0.066443924929928,-0.0640709929906306,-0.118835761864282,-0.125621943846276,-0.0140520879955733,-0.00252004213498402
"425","O","E2","Left","P25","LS",76442,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.368310108776125,-0.401612938423945,-0.0640167108863887,-0.00268284668063923,-0.0322710394338914,0.0557317012210625,-0.095762382338886,-0.061097394582341
"426","O","E2","Left","P26","LS",79801,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.542042645350872,-0.731880002459346,0.0552165979250143,0.141420667365074,0.113671087155335,0.148704550322094,-0.00323789130530616,0.134136784408054
"427","O","E2","Left","P27","LS",82794,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.883225356868346,-0.758114666408912,0.450657679447704,0.543710397732142,0.519366804123794,0.663144114579943,0.381948554771615,0.424276680884339
"428","O","E2","Left","P28","LS",85425,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.462981761735129,-0.191298659474516,0.019584877399886,-0.126087750911753,-0.00781772772144818,-0.193461580299487,0.0469874825212203,-0.0587139215240185
"429","O","E2","Left","P29","S",88280,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.300124892756679,-0.71818689741307,-0.14079891025821,0.241148360479217,-0.0955192686080766,0.249684121645382,-0.186078551908343,0.232612599313051
"430","O","E2","Left","P30","S",91274,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.310507304176954,-0.569063556320122,-0.0635232710090092,-0.129551474062278,-0.164450007167573,-0.118546386685146,0.0374034651495546,-0.14055656143941
"431","O","E2","Left","P31","S",94268,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.713880582371367,-0.749279244139168,0.160646131671441,0.235524814263328,0.185006685617865,0.385557409680031,0.136285577725015,0.0854922188466253
"432","O","E2","Left","P32","LS",98129,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,-0.159446014242329,0.0246379133739071,0.0797569238394253,0.0286209582710856,0.117902255563452,0.0372135813371666,0.0416115921153981,0.0200283352050046
"433","O","E2","Left","P33","LS",100758,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,-0.223808103569632,0.0586985436513643,0.09831653879485,0.232961957031459,0.108377994213267,0.425826160034107,0.0882550833764335,0.0400977540288101
"434","O","E2","Left","P34","LS",104361,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.324482956617173,-0.0618974049881351,0.17618321000371,0.150458733087412,0.179552661881914,0.182527288699173,0.172813758125507,0.11839017747565
"435","O","E2","Left","P35","S",106608,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.445166196033258,-0.544093080357708,0.0224276447449322,0.0564083073484357,0.0744554041138231,0.0905971502717379,-0.0296001146239586,0.0222194644251335
"436","O","E2","Left","P36","LS",110470,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,-0.233623599689763,-0.490894071310665,-0.0806524248033349,-0.143398742872701,-0.147496445504271,-0.199532587278245,-0.013808404102399,-0.0872648984671573
"437","O","E2","Left","P37","S",113463,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,-0.194311539861167,-0.357844997382593,-0.0195048073977425,-0.0154076750272515,-0.0744591406479502,-0.110206543575419,0.0354495258524653,0.0793911935209163
"438","O","E2","Left","P38","S",116092,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,0.960585184158344,0.736884804796619,0.145367797813719,0.346851836310315,0.145492236397824,0.464636592900163,0.145243359229614,0.229067079720468
"439","O","E2","Left","P39","S",119694,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.529723394780372,0.80896927449509,0.354840816632721,0.237932488790088,0.412161905445933,0.236848712439055,0.297519727819509,0.239016265141122
"440","O","E2","Left","P40","S",122444,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,0.811580773107414,0.527824983018963,0.17966520289909,0.408265884957534,0.238166126115087,0.473860530502248,0.121164279683094,0.34267123941282
"441","O","E2","Right","P01","LS",2537,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,13,-0.00203348564760883,0.259044770551622,-0.183661541835132,-0.159459072864478,-0.267786083610048,-0.126815572041449,-0.0995370000602171,-0.192102573687507
"442","O","E2","Right","P02","LS",5286,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,13,-0.500150938351607,-0.514737265991652,-0.0184773930384969,-0.100405441378786,-0.0574637381334688,-0.190608344220879,0.0205089520564748,-0.010202538536694
"443","O","E2","Right","P03","LS",8889,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,13,-0.48631705624181,-0.605624364702529,0.077907391091004,0.0576484023059737,0.0497972916864608,0.0174492808349839,0.106017490495547,0.097847523776964
"444","O","E2","Right","P04","S",11447,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,13,-0.647315010323828,-0.816412467738794,0.20993505890503,0.442431416590636,0.261564092532092,0.582058048530154,0.158306025277968,0.302804784651119
"445","O","E2","Right","P05","S",14441,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,13,-0.393571045053672,-0.296491816264237,0.288501806989048,0.275675463895564,0.393208017883709,0.217775213919979,0.183795596094386,0.33357571387115
"446","O","E2","Right","P06","S",17435,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,13,-0.0951623191735297,-0.365399261631802,-0.166098315234407,-0.0444374562362499,-0.0244061909048233,0.0369447425897152,-0.307790439563991,-0.125819655062215
"447","O","E2","Right","P07","LS",21298,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,-0.246082324224698,-0.111045707493974,-0.0422031558825857,-0.161484650676151,-0.150210403680698,-0.186473401429567,0.0658040919155267,-0.136495899922735
"448","O","E2","Right","P08","LS",24291,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.70520791369661,-0.860968142352014,-0.0572720631069011,-0.0608331113227777,-0.0896954877602141,-0.10509343518254,-0.0248486384535883,-0.016572787463016
"449","O","E2","Right","P09","S",26782,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.622701600077552,-0.642528814918124,-0.044318134139895,0.11616469313622,-0.0599485519275654,0.226570729920602,-0.0286877163522249,0.00575865635183781
"450","O","E2","Right","P10","S",29775,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.469832037900475,-0.6152268767897,0.113124788016946,0.199571189958678,0.14878278672561,0.137519635343306,0.0774667893082822,0.261622744574051
"451","O","E2","Right","P11","S",32891,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.773685507352613,-0.891568684763122,0.0696712481101243,0.126503710137794,0.0751321756101105,0.220755877622698,0.0642103206101384,0.032251542652892
"452","O","E2","Right","P12","LS",36631,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.692728116562667,-1.07379358850856,0.173741942298438,0.443296974998097,0.277287780568757,0.541260459315057,0.0701961040281174,0.345333490681138
"453","O","E2","Right","P13","S",39123,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,-0.548448165024876,-0.536603017580375,0.201985323184464,0.279591777537541,0.339836325655691,0.194718925335476,0.0641343207132374,0.364464629739607
"454","O","E2","Right","P14","S",42116,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,-0.0961888720355942,-0.241977894984127,-0.151127094347684,-0.095341557392299,-0.158612210324354,-0.166970640728103,-0.143641978371015,-0.0237124740564952
"455","O","E2","Right","P15","S",45109,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-1.08046970190912,-0.911935950161298,-0.0548605324690544,-0.0257401666711929,-0.108408361657608,-0.00828024082451562,-0.0013127032805027,-0.0432000925178697
"456","O","E2","Right","P16","S",48225,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.660478667991232,-0.610206285196868,-0.00152470089528878,-0.201048129528727,-0.171085296352826,-0.296119407806466,0.168035894562248,-0.10597685125099
"457","O","E2","Right","P17","S",51461,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.672009547539081,-0.37897147824548,0.120139697499837,0.0620219372367406,0.198249056259573,0.0957452604864005,0.0420303387401013,0.028298613987081
"458","O","E2","Right","P18","LS",55203,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.540659944726758,-0.446227178261638,0.103941822963748,-0.0938248328708586,0.121346846085248,-0.118016656129817,0.0865367998422492,-0.0696330096119001
"459","O","E2","Right","P19","LS",57952,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.265787517979228,-0.542438758126549,0.0787444937470063,0.277337204945495,0.0970981870115935,0.228702487958626,0.0603908004824189,0.325971921932364
"460","O","E2","Right","P20","S",60445,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.562793271948462,-0.648827945979328,-0.0115608510074865,0.100293992880724,-0.0180409675837242,0.0922899617521908,-0.00508073443124857,0.108298024009258
"461","O","E2","Right","P21","LS",63942,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,-0.161393056862604,-0.450252024205067,-0.145486517218647,-0.0805616238207252,-0.260508811944928,-0.236959156187163,-0.0304642224923656,0.0758359085457124
"462","O","E2","Right","P22","LS",67544,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.447680945413772,-0.746373734834129,0.0122374835290527,0.102551537362105,0.00598019600208843,-0.050367072494266,0.0184947710560172,0.255470147218476
"463","O","E2","Right","P23","LS",70294,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.803901191297218,-0.662431517520174,0.145572611296617,0.179728058309245,0.172238985135753,0.180886899660661,0.118906237457479,0.178569216957829
"464","O","E2","Right","P24","S",72785,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.685162794204326,-0.600077699889095,-0.0474064954449639,-0.146017670662464,-0.0374697317292111,-0.0912174051852633,-0.0573432591607158,-0.200817936139664
"465","O","E2","Right","P25","LS",76646,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.393424772389625,-0.522158798200332,-0.0137596396671359,0.00470440862558663,-0.0366257125635838,0.0131280402384771,0.00910643322931193,-0.00371922298730376
"466","O","E2","Right","P26","LS",79642,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.600516662470043,-0.622396430671569,0.0703458553412764,0.154247196785898,0.118725519024597,0.0926510709343265,0.021966191657956,0.215843322637469
"467","O","E2","Right","P27","LS",82878,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.761502149647881,-0.882249498301947,0.495796947896527,0.442275509915969,0.666193227867976,0.42213938222944,0.32540066792508,0.4624116376025
"468","O","E2","Right","P28","LS",85981,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.197771607696947,-0.243028055298472,-0.153988507150585,-0.198585589556198,-0.292019865164702,-0.324153437902623,-0.0159571491364685,-0.0730177412097728
"469","O","E2","Right","P29","S",88119,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.52435744079652,-0.712176524156913,0.0961489411101004,0.0776043699048791,0.110812429055324,-0.0301743714408846,0.0814854531648766,0.185383111250644
"470","O","E2","Right","P30","S",91233,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.452846497618415,-0.145826169237492,-0.0317231575048751,-0.0609405108857854,-0.016472789006069,0.0719412192437102,-0.046973526003681,-0.193822241015281
"471","O","E2","Right","P31","S",94471,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.556157254672544,-0.634425580741894,0.151185869860339,0.302988587904615,0.193828310271099,0.485812138694651,0.108543429449578,0.12016503711458
"472","O","E2","Right","P32","LS",97603,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,-0.172642462694404,-0.219872345883564,0.00351073697392112,0.039332605639835,0.0269247939036725,0.00424901793020099,-0.0199033199558304,0.0744161933494686
"473","O","E2","Right","P33","LS",101328,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,-0.235890173346265,-0.512959160648791,-0.148005954422186,-0.00695768841337646,-0.287775675310539,-0.0666662731661833,-0.00823623353383346,0.0527508963394306
"474","O","E2","Right","P34","LS",103956,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.19772236971136,-0.0616054549409999,0.0427385918771799,-0.0575210259493022,0.0380603024200074,-0.0153632355517244,0.0474168813343525,-0.0996788163468799
"475","O","E2","Right","P35","S",106568,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.459450153170689,-0.650182562512599,0.160086881759775,0.0553188815344759,0.217191922138834,-0.00758570158625571,0.102981841380717,0.118223464655207
"476","O","E2","Right","P36","LS",110308,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,-0.221617788205625,-0.531352589814591,-0.0780085179539961,0.00812341148499285,-0.061503737277943,-0.00142173986597083,-0.0945132986300492,0.0176685628359565
"477","O","E2","Right","P37","S",113546,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,-0.0583724514876397,-0.216359813114679,-0.202306626853172,0.0255858362234373,-0.313398628413546,0.0957178971299877,-0.0912146252927986,-0.0445462246831127
"478","O","E2","Right","P38","S",116296,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,0.768340813233121,0.40619454959281,0.267209294086456,0.213611101692519,0.20233597662916,0.317038458967646,0.33208261154375,0.110183744417392
"479","O","E2","Right","P39","S",119657,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.414919709684373,0.468950942995191,0.323853772824123,0.30809737017691,0.327549771794412,0.335238836833199,0.320157773853834,0.28095590352062
"480","O","E2","Right","P40","S",122650,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,0.987726875272347,0.454305799552932,0.181673682393995,0.425090128536026,0.358124626735075,0.45897703577011,0.00522273805291507,0.391203221301943
