"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Single_Med","P_Avg_Single_Med","CP_Avg_Hem_r","P_Avg_Hem_r","CP_Avg_Single_r","P_Avg_Single_r","CP_Avg_Single_Med_r","P_Avg_Single_Med_r"
"196","N","E1","Left","P36","LS",109377,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,13,-0.0618787844360332,-0.281251121924958,-0.0843713078432269,-0.0949769233785436,-0.14407784703219,-0.0608475730349735,-0.0246647686542633,-0.129106273722114
"197","N","E1","Left","P37","S",112371,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,13,0.125502455770651,-0.00580931754970445,-0.094121126947431,-0.0962522570253769,-0.129728814935565,-0.13222049859171,-0.0585134389592968,-0.0602840154590437
"198","N","E1","Left","P38","S",115608,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,13,1.2043361058849,0.938244679112138,0.0961866097424509,0.265582271391858,0.0525773463419363,0.344721294670922,0.139795873142963,0.186443248112794
"199","N","E1","Left","P39","S",117993,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,13,0.789194417646924,1.06653682285269,0.274931841772808,0.155380957422604,0.312264872098001,0.123318200967417,0.237598811447619,0.187443713877793
"200","N","E1","Left","P40","S",120986,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,13,1.13076145657452,0.923726852869953,0.213479432138634,0.212051850248731,0.321268686767771,0.173038765597479,0.105690177509498,0.251064934899981
"201","N","E1","Right","P01","LS",1877,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,-0.0185720370494517,0.164871353694524,-0.178022730459682,-0.124219140815744,-0.302748208408944,-0.100852117527861,-0.0532972525104205,-0.147586164103626
"202","N","E1","Right","P02","LS",4870,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.184019327057835,-0.149041419470363,-0.138552599085243,-0.23051032296614,-0.154744311601964,-0.295915088706841,-0.122360886568523,-0.165105557225439
"203","N","E1","Right","P03","LS",7987,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.243586074474398,-0.377680215358186,0.109001229326534,0.124176151461064,0.081682604236448,0.0789213989336093,0.136319854416621,0.169430903988519
"204","N","E1","Right","P04","S",10387,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.35710883871341,-0.423789927031801,0.2297919886877,0.293740832383749,0.289861188740919,0.372850928396046,0.169722788634482,0.214630736371451
"205","N","E1","Right","P05","S",13420,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.124888834077812,-0.0253109455017959,0.201641277838207,0.204645014716561,0.258701674371899,0.159780265417147,0.144580881304514,0.249509764015975
"206","N","E1","Right","P06","S",16496,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,0.0788126538774335,-0.124200777138887,-0.260144875830741,-0.152654298962028,-0.143588794727653,-0.0768926860379591,-0.376700956933829,-0.228415911886097
"207","N","E1","Right","P07","LS",19838,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,-0.102281776369635,0.0896364771396369,0.266735672733344,0.0970942115046443,0.340083543435836,0.339895480997987,0.193387802030852,-0.145707057988697
"208","N","E1","Right","P08","LS",23321,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.460302875048971,-0.582508568520707,-0.0620788647406503,-0.144448176235654,-0.104662188904968,-0.215790130338566,-0.019495540576333,-0.0731062221327412
"209","N","E1","Right","P09","S",25721,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.419367555610729,-0.309118553791519,-0.0438068915556391,0.0430669585824459,-0.065192164222228,0.179741348366319,-0.0224216188890505,-0.0936074312014273
"210","N","E1","Right","P10","S",28836,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,0.00303583140780033,-0.0799777421816172,-0.00852398872996266,-0.0359819492870591,0.0500495185013523,-0.107406095217492,-0.0670974959612775,0.035442196643374
"211","N","E1","Right","P11","S",31870,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.528507081294125,-0.276406468978817,0.0636486216225868,-0.0769114140172665,0.0158719645354608,-0.0516074604937668,0.111425278709713,-0.102215367540766
"212","N","E1","Right","P12","LS",35781,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.380827663113926,-0.643100358485616,0.13522593357034,0.307280240894398,0.235023461299742,0.39781169672118,0.0354284058409389,0.216748785067616
"213","N","E1","Right","P13","S",38061,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,-0.304080183592245,-0.293698853369099,0.174125892473754,0.221451660800075,0.280776504165799,0.106825957802982,0.0674752807817088,0.336077363797169
"214","N","E1","Right","P14","S",41056,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.183984157874613,0.10294428984925,-0.202529363337184,-0.214991419349718,-0.236245468884113,-0.294702857579234,-0.168813257790254,-0.135279981120203
"215","N","E1","Right","P15","S",44170,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.435712449798096,-0.238506831381517,-0.119650004536639,-0.121286033901067,-0.231068425585801,-0.169110260203067,-0.00823158348747743,-0.0734618075990663
"216","N","E1","Right","P16","S",47205,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.384228203578426,-0.368916488223372,-0.0730690895914389,-0.271265876299334,-0.221277107926348,-0.400203513175931,0.0751389287434706,-0.142328239422738
"217","N","E1","Right","P17","S",50401,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.416316244269065,-0.129173542750479,0.0609906102850084,-0.00570566050505126,0.141171286312403,-0.0174144437384762,-0.0191900657423867,0.00600312272837374
"218","N","E1","Right","P18","LS",54110,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.215056155315419,-0.177723066713436,0.0359527500434214,-0.185446336500068,0.0579670904504939,-0.243904892154592,0.0139384096363489,-0.126987780845544
"219","N","E1","Right","P19","LS",57103,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.0251909637188079,-0.131527777992179,0.0786739175134604,0.148335254162901,0.126753841066909,0.145617389652735,0.0305939939600123,0.151053118673067
"220","N","E1","Right","P20","S",59503,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.205089473891473,-0.23560656649026,-0.09814788594068,-0.0495622316740393,-0.0539426648291368,-0.0585826933049807,-0.142353107052223,-0.0405417700430976
"221","N","E1","Right","P21","LS",63336,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,0.0729472651813462,0.0896713240547393,-0.182843315116055,-0.220086983634523,-0.307902757840972,-0.288424880816919,-0.057783872391139,-0.151749086452127
"222","N","E1","Right","P22","LS",65842,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,13,-0.179887801725753,-0.399275833964141,-0.0234024570905656,-0.00436141431671194,0.00611955788424468,-0.129270548641418,-0.0529244720653756,0.120547720007994
"223","N","E1","Right","P23","LS",69445,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,13,-0.619071230952551,-0.42133604595308,0.12005182317336,0.0853632314957961,0.126914134662457,0.0555424412786481,0.113189511684264,0.115184021712944
"224","N","E1","Right","P24","S",71845,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,13,-0.50285862466256,-0.364531750346092,-0.0397151514411312,-0.21084523863137,-0.0247776433291675,-0.191600443899821,-0.0546526595530946,-0.230090033362919
"225","N","E1","Right","P25","LS",75553,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,13,-1.25252232722731,-1.41283592274789,-0.0653784123755727,-0.0260482753500477,-0.117396038073715,-0.0177706832056881,-0.0133607866774292,-0.0343258674944078
"226","N","E1","Right","P26","LS",78182,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,13,-0.382451257724786,-0.339135113389905,0.0901413125500216,0.0110305124368627,0.147313520878472,-0.133055207779747,0.032969104221571,0.155116232653473
"227","N","E1","Right","P27","LS",81785,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,13,-0.344691824031704,-0.558086161035112,0.353806892861066,0.333640425843331,0.597610351504964,0.303714524209692,0.110003434217168,0.36356632747697
"228","N","E1","Right","P28","LS",84535,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,13,0.00279600990414664,0.0591766522417867,-0.0908964952020303,-0.326422023613517,-0.143741614850566,-0.473612768046441,-0.038051375553495,-0.179231279180592
"229","N","E1","Right","P29","S",87180,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,13,-0.179923199271691,-0.309915688555652,0.113876816508997,-0.020729834510388,0.182071820192762,-0.123421945217315,0.0456818128252322,0.0819622761965386
"230","N","E1","Right","P30","S",90213,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,13,-0.202768213596039,0.0717563535464286,-0.122777001652876,-0.176592087172819,-0.167709737817014,-0.115568445097508,-0.0778442654887372,-0.23761572924813
"231","N","E1","Right","P31","S",93411,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,13,-0.320186254164371,-0.349710703699112,0.106090377070791,0.207073824035916,0.184649934611125,0.386507266753187,0.0275308195304584,0.0276403813186436
"232","N","E1","Right","P32","LS",97118,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,13,0.0784518081549502,0.106128258759501,-0.0385241338915598,-0.0240614622362657,-0.0095461574161551,-0.0348961866158641,-0.0675021103669645,-0.0132267378566673
"233","N","E1","Right","P33","LS",100114,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,13,0.0639527226598072,-0.118817659151003,-0.204645579188883,-0.324294471226768,-0.303322714289772,-0.463746186682204,-0.105968444087994,-0.184842755771333
"234","N","E1","Right","P34","LS",103228,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,13,-0.318788645611906,-0.104167072515257,0.0387280813025944,-0.0971991778476376,0.0281324019493267,-0.0505291523716889,0.0493237606558619,-0.143869203323586
"235","N","E1","Right","P35","S",105752,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,13,-0.252985242215452,-0.372533067834245,0.160810520891269,-0.0394371043483636,0.195813923278153,-0.139800520453685,0.125807118504385,0.0609263117569578
"236","N","E1","Right","P36","LS",109338,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,13,0.0466432384009676,-0.20512330318274,-0.125611262962452,-0.126817457394783,-0.0893633884990181,-0.133686805691058,-0.161859137425886,-0.119948109098508
"237","N","E1","Right","P37","S",111844,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,13,0.339405273650518,0.0670481359783795,-0.263721189395077,-0.0883810062342906,-0.333511440645825,-0.0879385475968617,-0.193930938144328,-0.0888234648717192
"238","N","E1","Right","P38","S",115568,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,13,1.02611882965179,0.710126219254176,0.195445038471734,0.156300027333161,0.105471085761045,0.258547844347401,0.285418991182422,0.0540522103189226
"239","N","E1","Right","P39","S",117832,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,13,0.719481624811757,0.818597892767012,0.237005406463189,0.11980450455969,0.253377412986979,0.0467528204117718,0.220633399939401,0.192856188707608
"240","N","E1","Right","P40","S",121680,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,13,1.27076774535361,0.932795082789835,0.197232816028735,0.226229499329016,0.408461360646712,0.215067638415078,-0.0139957285892436,0.237391360242953
"241","N","E2","Left","P01","LS",1832,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,0.0937835121692383,-0.0579209818685527,-0.059527392758739,0.0822706740830879,-0.0401711583496669,0.185031031769002,-0.0788836271678112,-0.0204896836028256
"242","N","E2","Left","P02","LS",5032,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.423441894610068,-0.49144830688123,0.00506983343875655,0.00236718152428145,0.110291159836375,0.0288410573338402,-0.100151492958863,-0.0241066942852773
"243","N","E2","Left","P03","LS",8146,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.814246909723236,-0.782819213372578,-0.01527550192324,0.00511627436425344,-0.11370806781129,-0.0672846259110966,0.0831570639648104,0.0775171746396064
"244","N","E2","Left","P04","S",10465,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.481839058003697,-0.625151460379067,0.00194129195408504,0.16225969861433,-0.0374624870093314,0.0547161800355566,0.0413450709175018,0.269803217193103
"245","N","E2","Left","P05","S",13825,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.278426045759987,-0.153274563648841,0.111483820596694,0.177411655825869,0.161324375407109,0.229761090623651,0.0616432657862787,0.125062221028088
"246","N","E2","Left","P06","S",16696,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,-0.181400052778795,-0.126550408843749,-0.18733142231355,-0.0909517462464144,-0.232782399644168,-0.204260951318547,-0.141880444982932,0.0223574588257185
"247","N","E2","Left","P07","LS",20405,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,-0.145022411108159,-0.160885314311269,-0.18021685664961,-0.0725202083441224,-0.32669036510809,-0.128237225000774,-0.0337433481911304,-0.0168031916874705
"248","N","E2","Left","P08","LS",23506,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.752634675084487,-0.577383007705816,0.205304598156093,0.110594562000593,0.190697514541773,0.069141240810156,0.219911681770414,0.152047883191029
"249","N","E2","Left","P09","S",26166,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.391586352863342,-0.358235578959585,-0.0244515122920814,-0.0839420207135144,0.0286062291597481,-0.0261230601996997,-0.0775092537439108,-0.141760981227329
"250","N","E2","Left","P10","S",29159,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,-0.342610997933085,-0.315382421196396,-0.0377872283337746,0.0128071094608572,-0.0186294941837433,0.0159677674174886,-0.0569449624838057,0.00964645150422594
"251","N","E2","Left","P11","S",32031,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.614326298202377,-0.606248188881945,0.17801371211664,0.145712465079905,0.341619976415344,0.0642293607690982,0.014407447817935,0.227195569390711
"252","N","E2","Left","P12","LS",35807,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.693586267785114,-0.616944830082712,0.0229296500539071,0.0959722031599005,-0.027316134256811,0.155243495464815,0.0731754343646259,0.0367009108549861
"253","N","E2","Left","P13","S",38262,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,-0.0395241876274791,-0.285321215103157,-0.0655682138218319,-0.130601746977663,-0.00935392651566835,-0.196962725868591,-0.121782501127995,-0.0642407680867337
"254","N","E2","Left","P14","S",41499,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.14631711823278,0.194336220356636,-0.190398739557265,-0.314899050619881,-0.183740355707183,-0.295618797317316,-0.197057123407347,-0.334179303922446
"255","N","E2","Left","P15","S",44494,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.408618494782565,-0.986619493386187,-0.0110416004751852,0.190029429148848,-0.0547919338751229,0.040685361874201,0.0327087329247526,0.339373496423495
"256","N","E2","Left","P16","S",47365,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.568090010852756,-0.310891862052137,-0.0552055429424503,-0.112214055492217,-0.0260111141992502,-0.143522332630615,-0.0843999716856503,-0.0809057783538188
"257","N","E2","Left","P17","S",50603,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.487726599746423,-0.369649663649645,-0.0325619809900331,-0.0955790850199488,-0.107349650997019,-0.173527535330527,0.0422256890169531,-0.0176306347093705
"258","N","E2","Left","P18","LS",54188,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.660341802259614,-1.22634395355965,-0.022992758465106,-0.0688722467290199,-0.058493708081865,-0.211189112598643,0.0125081911516532,0.0734446191406015
"259","N","E2","Left","P19","LS",57292,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.123510946154247,-0.179882332656261,0.0858187086977776,0.152200508691441,0.0843906966238438,0.14395301743992,0.0872467207717114,0.160447999942961
"260","N","E2","Left","P20","S",59827,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.385324153384987,-0.963114698234462,-0.0621249512986888,0.149004495698467,0.0414465216405232,0.0774146623949947,-0.165696424237901,0.220594329001939
"261","N","E2","Left","P21","LS",63290,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,-0.0657882309151682,-0.1782919212457,-0.182390061354786,-0.118704453025203,-0.236054393095157,-0.154470488374348,-0.128725729614415,-0.0829384176760579
"262","N","E2","Left","P22","LS",66517,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,13,-0.670685970502707,-0.71669964615312,0.0750711265558039,0.200104290231786,-0.0178628988728959,0.109974598383841,0.168005151984504,0.290233982079732
"263","N","E2","Left","P23","LS",69523,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,13,-0.639847895324306,-0.525354227933139,0.0813141143052116,0.0854803514951567,0.0401862572079805,0.105883745884626,0.122441971402443,0.065076957105687
"264","N","E2","Left","P24","S",72169,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,13,-0.520153640721233,-0.693903663620813,-0.111656910744788,-0.129699935834321,-0.209980353611755,-0.199677832846072,-0.0133334678778202,-0.05972203882257
"265","N","E2","Left","P25","LS",75741,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,13,-0.2726347356252,-0.401064599902682,-0.042044554505917,0.0323409628511967,0.0129025371504474,0.0735234064956229,-0.0969916461622812,-0.00884148079322922
"266","N","E2","Left","P26","LS",78747,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,13,-0.45970896191167,-0.580650354576747,0.059716710293522,0.079888333086244,0.129557233424188,0.0827159477143492,-0.0101238128371433,0.0770607184581388
"267","N","E2","Left","P27","LS",81863,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,13,-0.686420564958999,-0.556151060047922,0.384843498356832,0.460172912564468,0.510159129859151,0.607172467316594,0.259527866854512,0.313173357812341
"268","N","E2","Left","P28","LS",84858,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,13,-0.271715142083838,-0.0321982643736256,-0.0677771293316812,-0.215892934086494,-0.101832637911981,-0.295821084199411,-0.0337216207513815,-0.135964783973577
"269","N","E2","Left","P29","S",87503,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,13,-0.175690930565647,-0.523264629968346,-0.159011875638322,0.173330011258311,-0.114894879747412,0.207354305626454,-0.203128871529231,0.139305716890168
"270","N","E2","Left","P30","S",90497,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,13,-0.22212972838193,-0.479724976329115,-0.0893751097799907,-0.160433116209467,-0.217310966223554,-0.145408451696034,0.0385607466635726,-0.175457780722901
"271","N","E2","Left","P31","S",93489,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,13,-0.646787260922547,-0.657414759007503,0.148495851478442,0.214393953408806,0.158200736936975,0.354467604030553,0.138790966019909,0.0743203027870586
"272","N","E2","Left","P32","LS",97198,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,13,0.0261642196366515,0.124549099285735,0.0367551025482097,0.0116707923034221,0.0796671174612,0.010430081871426,-0.00615691236478071,0.012911502735418
"273","N","E2","Left","P33","LS",100191,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,13,-0.10620270790435,0.163279279797891,0.085148609984424,0.214080802388473,0.121500716215687,0.397561947412412,0.0487965037531607,0.0305996573645336
"274","N","E2","Left","P34","LS",103350,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,13,-0.557062534911826,-0.28252642463957,0.157069910271344,0.15011724428521,0.128826393058505,0.193569027843049,0.185313427484182,0.106665460727371
"275","N","E2","Left","P35","S",105831,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,13,-0.356628768539286,-0.487666366982567,0.0437454181320481,0.057314736864323,0.123819526551765,0.0707888094318262,-0.0363286902876689,0.0438406642968197
"276","N","E2","Left","P36","LS",109415,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,13,-0.227954449950163,-0.355466991513237,-0.0747312534973564,-0.136615977652882,-0.180787475940546,-0.117593190569022,0.0313249689458333,-0.155638764736743
"277","N","E2","Left","P37","S",112614,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,13,-0.171683853296691,-0.246333984157682,0.0197932055263832,-0.0178249661625858,-0.0707451036379076,-0.0370936092157539,0.110331514690674,0.00144367689058225
"278","N","E2","Left","P38","S",115525,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,13,1.06544015552268,0.821383163042619,0.101878222866957,0.321081954807853,0.0703343491135268,0.441019967504756,0.133422096620386,0.201143942110952
"279","N","E2","Left","P39","S",118750,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,13,0.661946021801639,0.911541417536307,0.295058913465917,0.216463818750368,0.343117883106786,0.228635372650775,0.246999943825048,0.204292264849961
"280","N","E2","Left","P40","S",121824,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,13,0.956944632599479,0.549259726022884,0.159362545633946,0.413401445314546,0.260616549795495,0.468860001105645,0.0581085414723971,0.357942889523447
"281","N","E2","Right","P01","LS",1186,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,0.0154522586866953,0.228134601032646,-0.139088904889235,-0.143315092832044,-0.203348587351581,-0.11492106483276,-0.0748292224268894,-0.171709120831327
"282","N","E2","Right","P02","LS",4787,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.397969117323398,-0.36560579739546,-0.113703685359762,-0.169225924688547,-0.163647101633001,-0.238013151344359,-0.063760269086524,-0.100438698032734
"283","N","E2","Right","P03","LS",7538,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.647960971026737,-0.747254963045251,0.0676232627952733,0.0602087637596825,0.0299479997307239,0.0597423905321562,0.105298525859823,0.0606751369872079
"284","N","E2","Right","P04","S",10427,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.520771864413211,-0.787871052053565,0.1524582140196,0.465912823533704,0.20555367456769,0.582587554107006,0.09936275347151,0.349238092960401
"285","N","E2","Right","P05","S",14029,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.302963279794959,-0.224983194683792,0.250518809255528,0.254001045658115,0.354031230094578,0.172661357400234,0.147006388416478,0.335340733915997
"286","N","E2","Right","P06","S",16658,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,-0.0271047076121623,-0.2680832051243,-0.238449105282695,-0.0962134335451749,-0.128135306618602,-0.0245345393476065,-0.348762903946788,-0.167892327742743
"287","N","E2","Right","P07","LS",20122,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,-0.17159563565658,-0.174631550231224,-0.0315942360866118,-0.0460638536253409,-0.158481423771578,-0.0396468788119904,0.0952929515983547,-0.0524808284386916
"288","N","E2","Right","P08","LS",22872,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.582926075538805,-0.748866679773346,-0.0751402704066733,-0.0616535646133477,-0.111049421890764,-0.0958457328765198,-0.0392311189225832,-0.0274613963501761
"289","N","E2","Right","P09","S",26370,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.54870921536023,-0.523794783116266,-0.0166637811102842,0.0676692778832024,-0.0259937357403643,0.19259373323378,-0.00733382648020386,-0.0572551774673757
"290","N","E2","Right","P10","S",29363,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,-0.266302249275085,-0.389024513812764,0.0869517827078331,0.169135185776386,0.156787909640597,0.156186216293212,0.0171156557750692,0.18208415525956
"291","N","E2","Right","P11","S",32722,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.677883820404674,-0.82565727228101,0.100641656094278,0.15000606072752,0.121039116969508,0.223523083757747,0.0802441952190476,0.0764890376972939
"292","N","E2","Right","P12","LS",35455,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.489303081623993,-0.726656180539319,0.091832812468047,0.276167520149979,0.182350830703551,0.392912483049884,0.00131479423254266,0.159422557250074
"293","N","E2","Right","P13","S",38100,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,-0.469276520864477,-0.440869122222663,0.183509930950556,0.236912757347785,0.284968576808086,0.143313250681682,0.0820512850930271,0.330512264013889
"294","N","E2","Right","P14","S",41704,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.0662588647148643,-0.099965908784823,-0.205031217942926,-0.147418676605683,-0.161272662215768,-0.193893579987446,-0.248789773670084,-0.100943773223919
"295","N","E2","Right","P15","S",44210,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.552960039513031,-0.373428103948427,-0.064969275830884,-0.0569852484113155,-0.126619378241929,-0.0597250658615089,-0.00331917341983856,-0.0542454309611219
